id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
FOXG_20283	409,9953738	398,6023401	421,3884074	1,057164911	0,080200445	0,985050019	1
FOXG_01859	467,9982229	398,7456318	537,2508139	1,347352224	0,430127049	0,671419359	1
FOXG_10290	212,9361113	399,1997301	26,6724925	0,066814906	-3,903686192	0,000793876	0,01197435
FOXG_00518	605,0200169	399,5319566	810,5080772	2,028643927	1,020515661	0,321055617	0,866159715
FOXG_18412	440,2536816	400,0774955	480,4298676	1,200842019	0,264046365	0,807037801	1
FOXG_01775	294,6416087	400,1458995	189,1373179	0,472670889	-1,081092082	0,299554745	0,843943311
FOXG_01085	345,4998577	400,6264665	290,3732488	0,724797968	-0,464349184	0,640619267	1
FOXG_00882	321,250883	400,8936246	241,6081413	0,602673943	-0,730550405	0,460427953	0,989138693
FOXG_11668	382,8422816	401,1275173	364,5570459	0,908830809	-0,137916353	0,853255052	1
FOXG_09188	294,6785416	401,2428013	188,1142819	0,468829051	-1,092866125	0,276341391	0,813389091
FOXG_05939	367,5189059	401,7801312	333,2576805	0,829452864	-0,269768097	0,80184576	1
FOXG_09552	228,9702295	401,8435876	56,0968714	0,139598772	-2,840641843	0,00918342	0,085283495
FOXG_07560	248,0226314	402,4231784	93,62208434	0,232645855	-2,103792613	0,052676761	0,309810144
FOXG_03386	410,3688023	403,6079842	417,1296204	1,033501905	0,047541048	0,966887674	1
FOXG_08501	339,3967243	403,8917766	274,9016719	0,68063201	-0,555053091	0,566286896	1
FOXG_02474	1237,92779	404,3671384	2071,488442	5,12279126	2,356930107	0,028842551	0,201318919
FOXG_09505	596,2276098	405,0869723	787,3682472	1,943701726	0,958806845	0,373434944	0,926195519
FOXG_18538	325,3346527	405,1288383	245,5404671	0,606079952	-0,722419972	0,491901348	1
FOXG_00395	315,5399401	405,4869067	225,5929735	0,556350821	-0,845933197	0,434797222	0,963281448
FOXG_07946	328,7974974	405,5220261	252,0729687	0,621601177	-0,685938859	0,520723254	1
FOXG_01287	367,5874879	405,6345299	329,5404459	0,812407282	-0,299724924	0,726591418	1
FOXG_11793	242,3878607	406,1829895	78,59273181	0,193490948	-2,369662018	0,029526279	0,204928067
FOXG_10564	419,1065528	407,1905184	431,0225873	1,058528055	0,082059506	0,905872498	1
FOXG_03569	507,0956175	407,2360509	606,9551842	1,490425965	0,575724713	0,567830457	1
FOXG_00258	269,5398631	408,2080213	130,8717049	0,320600522	-1,641151318	0,120966352	0,525332348
FOXG_02199	466,2408439	408,3839557	524,0977321	1,28334555	0,359909679	0,746661033	1
FOXG_05044	301,5026422	408,4694453	194,5358391	0,476255547	-1,070192199	0,338559481	0,884692224
FOXG_09443	304,8338884	408,8153181	200,8524586	0,491303652	-1,025313133	0,379959456	0,931973887
FOXG_09794	322,9044114	409,1496778	236,6591451	0,578417039	-0,789818044	0,426475044	0,958441294
FOXG_08159	355,8083494	409,1662815	302,4504174	0,739187052	-0,435988609	0,682332841	1
FOXG_03330	270,7129698	409,2367438	132,1891957	0,323013996	-1,63033142	0,130683026	0,549864454
FOXG_21895	206,1306183	409,2501592	3,011077517	0,007357548	-7,086559318	4,14E-07	2,19E-05
FOXG_12842	309,0013537	409,3617184	208,640989	0,509673913	-0,972353581	0,367993305	0,918922281
FOXG_06228	521,53984	409,9628271	633,1168529	1,544327463	0,626978698	0,527810098	1
FOXG_07026	274,7639531	410,1142831	139,4136231	0,339938473	-1,556654445	0,13392263	0,555929709
FOXG_09462	386,6419523	410,1272394	363,1566651	0,885473166	-0,175479508	0,858351673	1
FOXG_12310	228,567075	410,8593229	46,27482708	0,112629371	-3,150344999	0,007166303	0,071299083
FOXG_10442	408,6807995	410,9854798	406,3761192	0,988784614	-0,0162718	0,941177217	1
FOXG_03410	425,0936045	411,027419	439,15979	1,068444025	0,095511328	0,924571155	1
FOXG_01861	347,7074745	411,3034296	284,1115195	0,690758936	-0,533745774	0,604116514	1
FOXG_06303	230,2242122	411,3980187	49,0504057	0,11922859	-3,068197872	0,006142488	0,062783097
FOXG_19109	415,9263117	411,7511096	420,1015139	1,020280223	0,028965447	0,987885444	1
FOXG_01492	444,7061679	411,8591156	477,5532202	1,159506254	0,213510601	0,828466339	1
FOXG_08762	340,1928154	412,0622629	268,3233679	0,651171903	-0,618889644	0,547420826	1
FOXG_03277	692,3283016	412,3613952	972,2952081	2,357871565	1,237485136	0,212432322	0,716937302
FOXG_08786	383,4411603	412,4317187	354,4506018	0,859416446	-0,21857071	0,836958912	1
FOXG_01754	400,9906205	413,2022496	388,7789913	0,940892727	-0,087897848	0,960552716	1
FOXG_01582	390,0696277	413,2535519	366,8857035	0,887798064	-0,171696532	0,86333068	1
FOXG_08515	307,6031235	413,274221	201,932026	0,488615103	-1,033229637	0,323463683	0,868260863
FOXG_00213	370,0218523	413,3820342	326,6616704	0,790217386	-0,339678507	0,805449145	1
FOXG_03624	319,4899253	413,701828	225,2780227	0,544542005	-0,876884756	0,413338023	0,950871335
FOXG_21928	231,1591356	414,4506123	47,86765885	0,115496654	-3,114077042	0,006427917	0,065134112
FOXG_08331	366,5561412	414,5814574	318,530825	0,768319034	-0,3802226	0,681240477	1
FOXG_11301	434,7899507	415,1183724	454,461529	1,094775754	0,130635388	0,879980004	1
FOXG_09885	258,7069852	415,2881396	102,1258307	0,245915597	-2,023764856	0,054007471	0,313933926
FOXG_00743	380,3292817	416,422029	344,2365344	0,826653036	-0,274646169	0,762626238	1
FOXG_02222	411,7459939	416,8868953	406,6050925	0,975336709	-0,036027738	0,935708826	1
FOXG_01115	329,7632941	417,4358056	242,0907827	0,579947334	-0,786006202	0,443827215	0,972869903
FOXG_09540	255,1768833	417,7070824	92,64668421	0,221798212	-2,172680356	0,043798271	0,271876405
FOXG_08241	412,2265424	417,9030074	406,5500775	0,972833577	-0,039735071	0,960138497	1
FOXG_02363	321,2042565	417,9435949	224,4649181	0,537069884	-0,896818269	0,357069227	0,90652904
FOXG_06218	952,003704	418,2646855	1485,742722	3,552159132	1,828696214	0,099698878	0,465497655
FOXG_07522	409,995366	418,8232582	401,1674739	0,957844308	-0,062136922	0,958462277	1
FOXG_04892	413,1086868	419,005497	407,2118767	0,971853304	-0,041189532	0,989999153	1
FOXG_00458	462,5779521	419,201269	505,9546352	1,206949197	0,271364952	0,774328482	1
FOXG_01189	522,7175578	419,5720177	625,8630978	1,491670253	0,576928651	0,62556652	1
FOXG_02298	333,9655135	419,6217952	248,3092319	0,591745316	-0,756951713	0,49743386	1
FOXG_12919	262,7127025	420,2063528	105,2190521	0,250398528	-1,997702015	0,087012283	0,428192025
FOXG_04897	399,7693622	420,5179292	379,0207951	0,90131899	-0,149890308	0,880596116	1
FOXG_00247	339,6240362	421,1348933	258,1131791	0,612899057	-0,706278609	0,502266487	1
FOXG_09088	334,3000332	421,6924533	246,9076131	0,585515845	-0,772219882	0,486191696	1
FOXG_10418	502,6436018	422,268066	583,0191376	1,380684889	0,465384093	0,631786691	1
FOXG_00758	335,8477442	422,3091664	249,386322	0,590530213	-0,759917221	0,46745423	0,993578037
FOXG_09338	348,4227971	422,7618214	274,0837729	0,64831723	-0,62522818	0,570353322	1
FOXG_02240	301,2031526	423,0814074	179,3248978	0,423854357	-1,238359479	0,23594812	0,758500148
FOXG_13642	375,6633014	423,864	327,4626028	0,772565263	-0,372271283	0,767292112	1
FOXG_02176	348,3522893	424,4542543	272,2503243	0,641412641	-0,640675308	0,562683491	1
FOXG_09887	249,5493885	424,7647858	74,33399115	0,175000362	-2,514570191	0,027889323	0,197057403
FOXG_05364	551,8982777	425,2841535	678,512402	1,595433068	0,673948086	0,549296027	1
FOXG_03910	447,7975009	425,5320458	470,062956	1,104647607	0,143586209	0,997649619	1
FOXG_02180	538,367217	426,4949675	650,2394664	1,524612284	0,608442405	0,547396078	1
FOXG_18776	348,0127824	426,9650244	269,0605404	0,630169979	-0,666187068	0,518189448	1
FOXG_09544	301,7485966	426,9729484	176,5242449	0,413431918	-1,274278323	0,218378504	0,726866603
FOXG_15454	291,1546974	427,0260929	155,2833019	0,363638907	-1,459421527	0,184370574	0,670201494
FOXG_12372	258,3856018	427,34095	89,43025363	0,209271435	-2,256552697	0,03593385	0,236494134
FOXG_03669	387,9172589	427,6324294	348,2020884	0,814255572	-0,296446408	0,771815549	1
FOXG_17880	272,0035637	427,7591965	116,247931	0,271760215	-1,879593832	0,081075812	0,407405047
FOXG_09795	1261,288144	428,9794243	2093,596864	4,880413244	2,287003312	0,034040452	0,226810288
FOXG_16907	426,0410933	429,3611006	422,7210859	0,984535127	-0,022485414	0,966347676	1
FOXG_00063	340,156544	429,4671521	250,8459359	0,584086431	-0,775746226	0,445758879	0,974934623
FOXG_03109	316,5000488	430,2207361	202,7793615	0,471337954	-1,085166237	0,30498644	0,850428419
FOXG_10347	410,4573254	430,2210986	390,6935523	0,908122716	-0,139040831	0,846370186	1
FOXG_08361	267,2365779	430,9113218	103,561834	0,240332126	-2,056898584	0,05544055	0,319779072
FOXG_01139	599,3265387	431,067189	767,5858883	1,780664147	0,832415434	0,40564127	0,945902329
FOXG_07701	393,2118096	431,6277047	354,7959145	0,82199523	-0,282798072	0,786986184	1
FOXG_03161	430,3793223	433,0768984	427,6817463	0,987542277	-0,018085583	0,966148275	1
FOXG_10351	446,3652362	433,0850651	459,6454074	1,061328234	0,085870904	0,949256905	1
FOXG_03307	284,2615637	433,3510783	135,172049	0,311922725	-1,680739433	0,112565455	0,503774037
FOXG_00001	375,2529068	433,5899144	316,9158991	0,730911602	-0,45223116	0,656737392	1
FOXG_00070	477,2949303	433,7090428	520,8808179	1,200991371	0,264225786	0,816331118	1
FOXG_03461	290,5491934	433,7538652	147,3445215	0,339696158	-1,557683194	0,148696944	0,589060403
FOXG_04166	441,4917976	434,514604	448,4689912	1,032114886	0,045603568	0,998320752	1
FOXG_06318	539,0466567	434,8998869	643,1934264	1,47894595	0,564569328	0,570313875	1
FOXG_11226	329,16516	435,1815826	223,1487373	0,512771556	-0,963611859	0,3570262	0,90652904
FOXG_01924	334,8401962	435,7346847	233,9457077	0,536899439	-0,897276198	0,440929254	0,970303798
FOXG_07725	477,0397643	435,8272021	518,2523266	1,189123405	0,249898443	0,858193956	1
FOXG_05769	403,5299403	436,0175734	371,0423072	0,850980166	-0,232802587	0,776820086	1
FOXG_00974	401,9684085	436,2978234	367,6389936	0,842633114	-0,247023482	0,815463816	1
FOXG_16944	342,7097286	436,747818	248,6716391	0,569371223	-0,812558517	0,45071291	0,980168053
FOXG_10436	313,0055272	437,0087223	189,0023321	0,432490983	-1,209258039	0,259126893	0,796400759
FOXG_06869	525,9027908	437,4727532	614,3328284	1,404276778	0,489827314	0,727920012	1
FOXG_02319	273,6862428	438,0932482	109,2792374	0,249442871	-2,003218659	0,067264428	0,363276477
FOXG_12778	671,7679922	438,5149623	905,0210221	2,063831567	1,045325235	0,305332095	0,851040814
FOXG_19809	342,1263771	439,0934641	245,15929	0,558330538	-0,840808628	0,397546263	0,939696519
FOXG_05246	437,595747	440,247946	434,943548	0,98795134	-0,01748811	0,98312079	1
FOXG_01826	235,4672151	440,6348569	30,2995733	0,068763451	-3,862214244	0,000967827	0,014220142
FOXG_17031	295,8201669	441,2882339	150,3520999	0,34071178	-1,553376264	0,125358871	0,537915406
FOXG_11024	406,1518423	441,3639582	370,9397264	0,84043955	-0,25078404	0,784549809	1
FOXG_03135	498,7658111	441,6783621	555,85326	1,258502357	0,331707919	0,776710988	1
FOXG_00241	331,0014626	441,6858754	220,3170498	0,498809362	-1,003439551	0,322502639	0,867220708
FOXG_15941	500,1464626	442,7222466	557,5706785	1,259414187	0,332752825	0,772826231	1
FOXG_07971	394,3723875	443,4946847	345,2500903	0,778476275	-0,361275022	0,721285243	1
FOXG_01750	303,2821658	443,4982804	163,0660513	0,367681361	-1,443472052	0,174358785	0,650475668
FOXG_01937	542,6269846	443,6789819	641,5749873	1,446034213	0,532101686	0,630715879	1
FOXG_01191	276,9728328	444,0241481	109,9215176	0,247557521	-2,014164312	0,060561271	0,339903229
FOXG_05039	324,7802485	444,6422163	204,9182807	0,460861055	-1,117596238	0,295105417	0,835844189
FOXG_02927	256,30313	444,824943	67,78131708	0,15237751	-2,714278112	0,016164074	0,132600202
FOXG_20775	444,0162653	445,710851	442,3216796	0,992396031	-0,011012129	0,982710355	1
FOXG_02777	262,1708766	446,3678256	77,97392774	0,174685368	-2,517169327	0,028408512	0,199441331
FOXG_07174	235,9961628	446,7338144	25,2585112	0,056540406	-4,144573949	0,000571986	0,009298821
FOXG_01615	753,347298	446,7541127	1059,940483	2,372536599	1,246430343	0,225092265	0,740675527
FOXG_06310	450,4409042	446,8854866	453,9963217	1,015911985	0,022775418	0,989145331	1
FOXG_01310	324,250932	447,279603	201,222261	0,449880253	-1,152387052	0,254265977	0,789918997
FOXG_03159	312,967295	447,4381139	178,4964762	0,398929976	-1,325792561	0,215560515	0,723046031
FOXG_05773	370,0173432	447,6578997	292,3767867	0,653125494	-0,614567872	0,531028794	1
FOXG_03656	356,5208717	447,7024411	265,3393024	0,592668876	-0,7547018	0,461228666	0,990083345
FOXG_10346	263,2298437	447,9006932	78,55899419	0,175393777	-2,511330535	0,026203476	0,188958986
FOXG_08126	773,0937329	448,0778006	1098,109665	2,45071205	1,293200982	0,217723737	0,726325697
FOXG_11551	294,0417717	450,6431844	137,440359	0,304987102	-1,713179861	0,1032173	0,47560856
FOXG_03139	582,5547496	451,4370706	713,6724286	1,580890173	0,660737145	0,527763442	1
FOXG_03810	298,1831617	452,1248637	144,2414598	0,319030143	-1,648235355	0,127185824	0,542813629
FOXG_01975	439,6493792	452,4657406	426,8330178	0,94334881	-0,084136779	0,952708836	1
FOXG_06335	284,1488506	452,9717373	115,3259638	0,254598586	-1,973703688	0,052795989	0,310289571
FOXG_17480	276,3820178	453,4625404	99,30149523	0,218985002	-2,191096031	0,056973093	0,325806097
FOXG_03710	334,8170197	453,5113535	216,1226859	0,47655408	-1,069288152	0,310946303	0,857334177
FOXG_11535	357,888771	454,1219593	261,6555827	0,576179102	-0,79541076	0,439336667	0,968482813
FOXG_09035	298,9051866	454,9955087	142,8148646	0,313881922	-1,671706158	0,119735563	0,522367027
FOXG_01211	370,7811306	455,6134962	285,9487649	0,627612587	-0,672053809	0,542665052	1
FOXG_00038	410,7816455	455,8388473	365,7244436	0,802310829	-0,317766825	0,754687134	1
FOXG_01036	411,1159756	456,1856196	366,0463316	0,802406555	-0,317594703	0,759775997	1
FOXG_00806	279,719485	456,5080865	102,9308836	0,225474393	-2,1489645	0,045925468	0,281996085
FOXG_12765	340,206273	456,7991668	223,6133792	0,489522301	-1,030553509	0,339696495	0,886043038
FOXG_01184	400,9426287	457,0765027	344,8087547	0,754378649	-0,40663925	0,706878243	1
FOXG_03359	604,9174729	457,16225	752,6726959	1,646401679	0,719316358	0,49869388	1
FOXG_08067	390,1229955	457,3813723	322,8646186	0,705898049	-0,50246826	0,618451781	1
FOXG_00627	567,5031549	458,1705279	676,8357818	1,477257354	0,562921181	0,62759744	1
FOXG_05565	545,5270144	458,2164835	632,8375453	1,381088564	0,465805837	0,652660498	1
FOXG_04380	440,9593947	458,3697128	423,5490766	0,924033733	-0,113982575	0,902265086	1
FOXG_03316	517,5777364	458,5768224	576,5786504	1,257321832	0,330353978	0,745240827	1
FOXG_11100	687,8766112	459,290356	916,4628663	1,995388874	0,996669935	0,336671384	0,882435603
FOXG_01544	681,5188546	459,5752417	903,4624675	1,965864097	0,975163589	0,349445537	0,898144264
FOXG_02183	615,7258135	460,2075865	771,2440405	1,675861205	0,74490267	0,474179394	0,995725379
FOXG_09228	280,5713473	460,8063757	100,3363188	0,217740735	-2,199316764	0,041804379	0,262169534
FOXG_11025	307,7603265	461,275488	154,245165	0,334388384	-1,580403363	0,133467233	0,555370198
FOXG_05121	431,1530823	461,9562135	400,3499511	0,866640473	-0,206494482	0,817269005	1
FOXG_05429	533,1662709	462,1773012	604,1552407	1,307193666	0,386472898	0,68925521	1
FOXG_08118	1486,321411	462,2592923	2510,38353	5,430682674	2,441133566	0,024147697	0,176925424
FOXG_04343	411,3003733	462,9614926	359,6392541	0,776823256	-0,364341703	0,705332764	1
FOXG_08523	1135,987637	463,1581309	1808,817143	3,90539866	1,965469825	0,072540708	0,381383352
FOXG_05553	548,4447744	463,2140665	633,6754823	1,367997063	0,452065133	0,623095802	1
FOXG_09176	316,7147203	463,622087	169,8073537	0,366262433	-1,44905036	0,169013325	0,638516847
FOXG_05005	261,2512262	464,7107821	57,79167033	0,124360511	-3,007399645	0,008268806	0,078927771
FOXG_18826	380,6960074	464,9444687	296,447546	0,637597748	-0,649281562	0,529039528	1
FOXG_03165	329,8960744	465,8816233	193,9105255	0,416222739	-1,264572309	0,235249289	0,75751017
FOXG_05163	306,4189432	466,4883464	146,3495399	0,313726036	-1,67242283	0,122806213	0,53072388
FOXG_09637	243,7372691	466,6226908	20,8518473	0,044686741	-4,484009359	0,000191354	0,003902015
FOXG_01957	323,1539096	468,0950336	178,2127857	0,380719241	-1,393200613	0,196286131	0,69335068
FOXG_19156	548,373509	468,3248816	628,4221364	1,341850841	0,424224312	0,679361661	1
FOXG_12799	378,3509595	468,6487892	288,0531298	0,614646056	-0,702172222	0,517172739	1
FOXG_11082	357,3047775	468,8472615	245,7622934	0,524184129	-0,931854422	0,368615628	0,919940407
FOXG_00713	364,8974429	468,8950146	260,8998712	0,556414257	-0,845768708	0,441054931	0,970326553
FOXG_08461	581,9589539	469,1402939	694,7776139	1,480959156	0,566531853	0,60261934	1
FOXG_19036	773,421752	469,1578828	1077,685621	2,297063868	1,19979097	0,241513691	0,76888166
FOXG_00042	319,574077	469,8130823	169,3350716	0,360430729	-1,472206081	0,13479446	0,558179298
FOXG_03791	294,5510345	470,1805169	118,9215521	0,252927435	-1,983204561	0,064260552	0,3527257
FOXG_07702	431,1575335	470,4071583	391,9079087	0,833124883	-0,263395327	0,79273173	1
FOXG_13808	444,9774711	470,9141635	419,0407787	0,88984535	-0,168373469	0,879547934	1
FOXG_18963	355,9858242	471,3188883	240,65276	0,510594347	-0,96975053	0,335966091	0,881466103
FOXG_03223	448,7628429	471,4830412	426,0426446	0,903622416	-0,146208036	0,886351384	1
FOXG_03377	304,0770706	472,3219568	135,8321845	0,287583888	-1,797945246	0,095096231	0,453726753
FOXG_01011	469,7949826	473,2099906	466,3799746	0,985566628	-0,020974689	0,959281405	1
FOXG_01453	1000,202224	473,6111921	1526,793256	3,223727145	1,68872964	0,114543918	0,50861703
FOXG_11407	351,4866984	474,2845806	228,6888163	0,482176368	-1,052367152	0,301996971	0,847382673
FOXG_03428	728,1387652	474,3633286	981,9142018	2,06996229	1,049604485	0,317426055	0,86317077
FOXG_12661	322,8399383	474,4660744	171,2138022	0,360855731	-1,470505927	0,178859204	0,66052672
FOXG_01611	898,024701	474,526468	1321,522934	2,784929869	1,477640997	0,174346206	0,650475668
FOXG_02493	263,482364	475,111506	51,85322201	0,109139058	-3,195760604	0,003235988	0,037713472
FOXG_19158	525,1546193	475,2606348	575,0486037	1,209964726	0,274964989	0,808531802	1
FOXG_01556	507,8596709	476,2898387	539,4295031	1,132565634	0,179594659	0,866144181	1
FOXG_05477	384,9068072	476,3445131	293,4691012	0,616085823	-0,698796758	0,498350539	1
FOXG_04979	439,0902855	476,4501871	401,7303838	0,843173945	-0,246097808	0,843389544	1
FOXG_09118	395,9450065	476,5275616	315,3624515	0,661792679	-0,595548763	0,56475516	1
FOXG_02928	466,1165968	476,673872	455,5593216	0,95570441	-0,065363619	0,942413694	1
FOXG_11275	312,6925913	477,2442811	148,1409014	0,310408961	-1,687757889	0,112991462	0,504993888
FOXG_04151	436,6725363	477,3609493	395,9841234	0,829527685	-0,269637963	0,803529151	1
FOXG_08120	338,4703542	477,4190015	199,5217069	0,417917398	-1,258710275	0,244288306	0,773954899
FOXG_10571	738,9222145	478,2110171	999,6334119	2,090360481	1,063751756	0,300209048	0,844918779
FOXG_00778	398,9543249	478,8622626	319,0463872	0,666259198	-0,585844549	0,522563264	1
FOXG_11305	548,475243	480,1439239	616,8065621	1,284628486	0,361351193	0,734348027	1
FOXG_05085	425,5116759	480,1708917	370,8524601	0,772334322	-0,372702609	0,704627978	1
FOXG_08264	399,7646498	480,7964156	318,732884	0,662926914	-0,59307827	0,571043679	1
FOXG_07521	514,7403826	481,1180494	548,3627158	1,139767499	0,188739559	0,865644853	1
FOXG_07694	337,5108222	481,1280135	193,893631	0,402998008	-1,311155388	0,228309588	0,745744854
FOXG_05797	385,5893289	481,252777	289,9258808	0,602439912	-0,731110741	0,462886976	0,99041322
FOXG_09463	348,1215884	481,3687194	214,8744574	0,446382261	-1,163648398	0,293897521	0,834202642
FOXG_01168	422,8659905	482,0651391	363,6668419	0,754393571	-0,406610713	0,68516887	1
FOXG_11661	526,2349368	482,1461052	570,3237685	1,182885773	0,242310765	0,937363572	1
FOXG_05227	484,5705043	482,7034206	486,4375879	1,007735945	0,011117662	0,919299004	1
FOXG_00342	507,972031	484,1479246	531,7961375	1,098416642	0,135425389	0,896316315	1
FOXG_05562	355,4040577	484,1907591	226,6173562	0,468033212	-1,095317187	0,300420847	0,845098219
FOXG_11523	480,4214601	484,205651	476,6372693	0,984369489	-0,022728153	0,99658316	1
FOXG_05270	446,9939731	484,5938188	409,3941275	0,844819128	-0,243285595	0,819480951	1
FOXG_05123	410,5909521	485,9703969	335,2115073	0,689777627	-0,535796759	0,600893494	1
FOXG_09226	390,0305705	486,0935882	293,9675528	0,604755051	-0,725577181	0,479544588	0,997646744
FOXG_08245	406,6701031	486,8606996	326,4795067	0,670580942	-0,576516612	0,584896012	1
FOXG_03587	369,5763111	486,9270799	252,2255423	0,517994486	-0,948991355	0,374228781	0,926703568
FOXG_01567	276,4492634	487,7221433	65,1763835	0,133634251	-2,903638267	0,00988821	0,090450463
FOXG_01779	499,3853048	487,8046067	510,9660029	1,047480889	0,066923922	0,976018002	1
FOXG_11015	441,7877926	488,7331832	394,842402	0,80788949	-0,307770133	0,652669907	1
FOXG_00662	409,8459172	489,1550153	330,5368191	0,675730206	-0,565480749	0,590131953	1
FOXG_05257	281,6962306	489,3281021	74,06435912	0,1513593	-2,723950771	0,016335474	0,133341548
FOXG_08690	616,5780423	489,8582721	743,2978124	1,517373197	0,601575959	0,563591237	1
FOXG_00674	358,4516706	490,5070666	226,3962745	0,461555582	-1,115423703	0,311396943	0,858062305
FOXG_05935	294,877979	490,9409474	98,81501066	0,201276775	-2,312747382	0,042762779	0,266959136
FOXG_10006	261,6936953	492,5947351	30,79265556	0,062511134	-3,999743012	0,000742473	0,011389663
FOXG_06240	318,3709792	493,1504909	143,5914675	0,291171701	-1,780057946	0,095804017	0,455255818
FOXG_01798	779,4233489	493,4633385	1065,383359	2,158991917	1,110357842	0,301509488	0,847129952
FOXG_11355	376,4910468	494,0362027	258,9458908	0,524143553	-0,931966101	0,398430979	0,939696519
FOXG_00212	283,7689077	494,0452091	73,49260641	0,148756845	-2,748972043	0,010068439	0,091742101
FOXG_07756	387,951465	494,0933604	281,8095696	0,570356925	-0,810063066	0,464207015	0,99183778
FOXG_04115	272,8035287	494,3251573	51,28190013	0,103741231	-3,268938707	0,003967621	0,044597789
FOXG_13755	481,5514282	494,8247954	468,2780609	0,946351244	-0,079552346	0,930254103	1
FOXG_06148	601,5412931	495,2960426	707,7865436	1,429017159	0,51502324	0,618529326	1
FOXG_06261	894,7153811	495,5129634	1293,917799	2,611269319	1,384751261	0,191726097	0,684791457
FOXG_10532	556,4574431	497,9040889	615,0107972	1,23519933	0,304743876	0,722745858	1
FOXG_04091	466,1900433	499,2150442	433,1650424	0,867692285	-0,204744593	0,854275757	1
FOXG_01618	466,9520908	499,2506798	434,6535017	0,870611737	-0,199898625	0,851376761	1
FOXG_12830	497,492927	499,3987852	495,5870687	0,992367389	-0,011053768	1	1
FOXG_04904	690,9441416	499,6272614	882,2610219	1,765838436	0,820353351	0,457528847	0,985620492
FOXG_00802	749,6652961	500,2881093	999,0424829	1,996934295	0,997786865	0,319809485	0,864598519
FOXG_03729	593,2731182	500,8127282	685,7335082	1,369241374	0,453376792	0,646231826	1
FOXG_11514	323,2286395	501,7183284	144,7389506	0,288486472	-1,793424426	0,106346569	0,483837199
FOXG_15244	268,3844925	502,2820873	34,48689774	0,068660417	-3,864377563	0,001046881	0,015259063
FOXG_01048	360,8471097	502,3277211	219,3664982	0,436699965	-1,19528568	0,241213237	0,768237739
FOXG_08184	358,7613712	503,8877875	213,6349548	0,423973274	-1,237954772	0,231517079	0,751805701
FOXG_16470	263,6891692	504,0055157	23,37282274	0,046374141	-4,430535638	0,000262557	0,005035713
FOXG_05316	377,3074001	504,2139615	250,4008387	0,496616234	-1,009796672	0,361557916	0,911706569
FOXG_08520	444,5282797	504,3269875	384,7295718	0,762857395	-0,390514704	0,65868139	1
FOXG_07906	384,41766	506,7502966	262,0850234	0,517187706	-0,951240114	0,354070768	0,902647336
FOXG_03848	304,8807386	506,8868208	102,8746564	0,202953898	-2,300776042	0,036907841	0,24131465
FOXG_18770	419,9027914	507,2424782	332,5631045	0,655629445	-0,609047446	0,53739395	1
FOXG_03570	776,6533162	510,2963928	1043,01024	2,043930261	1,031345973	0,315022403	0,860531074
FOXG_11524	412,2224356	510,3966487	314,0482225	0,615302282	-0,700632753	0,516313986	1
FOXG_08596	660,5604914	510,7374235	810,3835594	1,586693127	0,666023132	0,571765717	1
FOXG_02288	483,2057785	512,4791026	453,9324544	0,885757979	-0,175015538	0,844978454	1
FOXG_03723	309,7309908	512,4990759	106,9629057	0,208708485	-2,260438841	0,041776008	0,262091491
FOXG_03770	405,9704111	513,5835162	298,3573061	0,580932403	-0,783557793	0,442052868	0,97112883
FOXG_01873	539,3134803	515,0808902	563,5460703	1,094092367	0,12973454	0,914337441	1
FOXG_04081	493,4385733	515,4899358	471,3872109	0,914445032	-0,129031644	0,895368658	1
FOXG_06287	451,1447021	516,2184443	386,07096	0,747882925	-0,41911565	0,688392788	1
FOXG_00380	537,9723906	517,1576549	558,7871263	1,080496674	0,111694632	0,895714177	1
FOXG_08528	557,7879225	521,0745721	594,5012728	1,140913997	0,190190044	0,852638417	1
FOXG_01477	316,0728449	522,0932972	110,0523926	0,210790664	-2,246117127	0,035956996	0,236494134
FOXG_16906	693,8917099	522,9031483	864,8802714	1,653997063	0,725956672	0,496137815	1
FOXG_13797	346,4944015	523,2245693	169,7642337	0,324457687	-1,623897747	0,142009492	0,572102377
FOXG_10299	423,2031119	523,3723164	323,0339073	0,617216267	-0,69615201	0,486480319	1
FOXG_01090	466,9560088	524,9484261	408,9635916	0,779054801	-0,36020328	0,785285534	1
FOXG_03977	274,0746201	525,7036004	22,44563988	0,042696378	-4,549742485	0,000115596	0,002553345
FOXG_11509	314,8351605	526,9840672	102,6862537	0,194856467	-2,359516278	0,035198869	0,232623528
FOXG_06575	1219,513213	528,3711813	1910,655245	3,61612312	1,854443799	0,077294465	0,396667332
FOXG_03913	274,6964437	528,8032115	20,58967602	0,038936367	-4,682737904	4,60E-05	0,00119898
FOXG_00292	365,4628713	529,7956098	201,1301328	0,379637221	-1,39730665	0,19773921	0,694852965
FOXG_01534	479,3594738	530,395765	428,3231826	0,807553927	-0,308369492	0,797770471	1
FOXG_10068	280,4936572	532,7961447	28,1911697	0,052911737	-4,240268399	0,000287851	0,005413573
FOXG_11529	466,2433193	533,0936574	399,3929813	0,749198524	-0,416580038	0,683855267	1
FOXG_05607	849,1985801	533,2303536	1165,166807	2,185109678	1,127705695	0,294355837	0,834870675
FOXG_18989	460,2434907	533,6390135	386,847968	0,724924449	-0,464097448	0,677914804	1
FOXG_15444	410,6505739	533,8787009	287,4224469	0,538366573	-0,893339257	0,410760408	0,947356362
